categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Biscuits|Reflets de France,Carrefour|Grandes Galettes de Normandie Pur beurre|e|Farine de blé*, sucre*, beurre 23.5%, jaune d'œufs*, sel*, poudre à lever : carbonates d'ammonium, dorure : œufs en poudre*. Peut contenir des traces de fruits à coque, de soja , de graines de sésame et d'arachides.|2053|22|28|2|6.1|0.72|||||||||||||||||0|Œufs,Gluten,Lait, blé, beurre, œufs, œufs|E503 - Carbonates d'ammonium|
Biscuits|Saveurs de nos Régions|Galettes bretonnes|e|farine de _blé_, sucre, beurre pâtissier), _œufs_ et jaune d'_œufs_, amidon de _blé_, _lait_ écrémé en poudre, sel, poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates.|2004|19|30|2|6|1.3|||||||||||||||||0|blé, lait, lait, œufs, œufs, blé, lait|E160 - Caroténoïdes,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Saveurs de nos Régions,Lidl|Fines Crêpes|e|Farine de _blé_, sucre, _beurre_ pâtissier, _lait_ écrémé en poudre, sel, extrait de malt d'_orge_, émulsifiant : lécithine de _soja_, poudre à lever : carbonates de sodium.|1971|17|35.2|2|6.3|0.55|||||||||||||||||0|blé, beurre, lait, lait, orge, soja|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium|
Biscuits|Saveurs des Marais|Le Duo Chocolat Nature|d|Farine de _blé_, _beurre_, sucre glace, _œufs_ frais, poudre de cacao 5 %, pépites de chocolat 3 %, lécithine de _soja_.|1573|2.7|16.7||4.9|0.8|||||||||||||||||0|blé, beurre, œufs, soja, blé, beurre, œufs, soja|E322 - Lécithines,E322i - Lécithine|
Biscuits|Sondey|Choco Sticks|e|49 % chocolat au lait, émulsifiants : lécithines, polyricinoléate de polyglycérol ; arôme naturel de vanille), farine de _blé_, sucre, graisse végétale, _lactose_ et protéines de _lait_, amidon de riz, sel, levure désactivée, poudre à lever : carbonates d'ammonium ; correcteur d'acidité : hydroxyde de sodium.|2050|20.9|32.9||8.2|0.58|||||||||||||||||1|en:gluten,en:milk,en:soybeans|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin,E503 - Carbonates d'ammonium,E524 - Hydroxyde de sodium|
Biscuits|Sondey|Palmiers feuilletés croustillants|e|Farine de _blé_, margarine, sel, émulsifiant: mono - et diglycérides d'acides gras; colorant: caroténoïdes; arôme), sucre, sel de cuisine, arôme, poudre à lever: carbonate de sodium.|2238|30.5|20||6|1.5|||||||||||||||||1|en:gluten|E160 - Caroténoïdes,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Biscuits|Sondey|Envitas miel & pepites de chocolat|d|61.3 % céréales, 20.8 % farine de _blé_), sucre, huiles végétales, 8.5 % pépites de chocolat; arôme), 6 % miel, _lait_ écrémé en poudre, poudres à lever : diphosphates, carbonates de sodium, carbonates d'ammonium ; émulsifiants : lécithines, esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras, arôme, sel.|1816|15|28|5.5|9|0.87|||||||||||||||||1|avoine, blé, avoine, orge, seigle, épeautre, blé, soja, lait, blé|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Sondey|Evo Choc|e|farine de _blé_, sucre, huiles végétales, cacao en poudre, _lait_ entier en poudre, pâte de cacao, poudre de lactosérum, beurre pâtissier, poudre à lever : carbonates d'ammonium, diphosphates, carbonates de sodium, _œufs_ en poudre, sel, chocolat au lait, _lait_ écrémé en poudre, huiles végétales en proportions variables, beurre concentré, _lactose_, émulsifiants : lécithine de _soja_, polyricinoléate de polyglycérol, arôme), chocolat noir, émulsifiants : lécithine de _soja_, polyricinoléate de polyglycérol), arômes, protéines de petits pois, émulsifiant : lécithine de _soja_, colorant : oxyde de fer, hydroxyde de fer.|2054|23|36||6|0.7|||||||||||||||||1|blé, lait, lait, lait, œufs, lait, lait, lait, lactose, soja, lactose, lait, soja, soja, blé, lait, lait, lait, œufs, lait, lait, lait, lactose, soja, lactose, lait, soja, soja, beurre pâtissier|E172 - Oxyde de fer,E172ii - Oxyde de fer rouge,E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E476 - Esters polyglycériques d'acides gras d'huile de ricin,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Sondey|Les Sablés Pur Beurre Cœur Coco|e|Farine de _blé_, 22 % préparation à la noix de coco, (sirop de glucose-fructose, stabilisant : glycérol|2218|32|26||5|0.8|||||||||||||||||0|blé, lait, lait, œufs, œufs, lait|E422 - Glycérol|
Biscuits|Sondey,Délices de Kerloch|Boudoirs|d|Sucre, farine de blé, œufs frais, sirop de glucose-fructose, poudre à lever : carbonate acide d'ammonium ; arôme.|1628|3|54|1.3|7.4|0.08|||||||||||||||||0||E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|Sondey,Lidl|Les sablés pur beurre pomme tatin|e|Farine de _blé_, 22 % préparation à la pomme, caramel aromatique, acidifiants : citrates de sodium, acide citrique, arôme), 21.7 % beurre concentré, sucre, _oeufs_, poudres à lever : carbonates de sodium, diphosphates, carbonates d'ammonium, sel, _lait_ écrémé en poudre, arôme.|2079|23|32||5.5|0.8|||||||||||||||||0|Œufs,Gluten,Lait, blé, lait, lait, oeufs, lait, beurre|E160 - Caroténoïdes,E330 - Acide citrique,E331 - Citrates de sodium,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Sondey,Lidl|Barquettes choco-noisette|e|Sucre, 19.9% farine de _blé_, huile de colza, 13.7% _œuf_, 13.2% chocolat en poudre, 5.9% pâte de _noisette_, 4.7% _lait_ écrémé en poudre, sirop de glucose-fructose, émulsifiants : mono - et diglycérides d’acides gras, lécithine de _soja_ ; poudre à lever : diphosphates, carbonate acide de sodium ; sel, acidifiant : acide citrique ; arômes, levure sèche.  Chocolat : cacao : 35% min. Sans colorant.|2029|23|48||7|0.3|||||||||||||||||0|blé, œuf, noisette, lait, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Sondey,Lidl|Envitas|d|69.9% céréales, 27.3% farine de _blé_), huiles végétales, sucre, sucre roux de canne, poudres à lever : diphosphates, carbonates de sodium, carbonates d'ammonium ; sel, émulsifiant : lécithines de colza, _lait_ écrémé en poudre.|1766|15|23|5.5|8|1.42|||||||||||||||||1|seigle, avoine, orge, épeautre, blé, blé, blé, lait|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Sondey,Lidl|Envitas Céréales & Pépites de Chocolat|d|53.5 % céréales, sucre, 13 % pépites de chocolat, huile végétale, 3 % cacao en poudre, _lait_ écrémé en poudre, poudre à lever : carbonates de sodium, diphosphates, carbonates d'ammonium, émulsifiants : lécithines, esters monoacétyltartriques et diacétyltartriques des mono - et diglycérides d'acides gras, sel, arôme.|1945|17.5|28|7|8.5|0.72|||||||||||||||||0|blé, avoine, blé, seigle, soja, lait|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Sondey,Lidl|Barquettes fraise|d|Sirop de glucose-fructose, purée de fraise 27.8 %, sucre, farine de _blé_, _œuf_, amidon de _blé_, gélifiant: pectines, correcteur d'acidité: acide citrique, arômes, levure sèche.|1464|2.1|60||4.2|0.1|||||||||||||||||0|blé, œuf, blé|E330 - Acide citrique,E440 - Pectines|
Biscuits|Sondey,Lidl|Les Sablés Pur Beurre - Cœur Framboise|e|Farine de _blé_, 22 % fourrage à base de framboise, arômes, correcteur d'acidité citrates de sodium ; acidifiant acide citrique), 21.6 % beurre concentré, colorant caroténoïdes), sucre, 2.2 % _œufs_, 1.7% jaunes d'_œufs_, poudres à lever : carbonates de sodium, diphosphates, carbonates d'ammonium ; sel, _lait_ écrémé en poudre, arôme. *Soit 5.9 % sur le produit fini.|2015|23|31||5.5|0.8|||||||||||||||||0|en:gluten|E103 - Jaune chrysoïne,E160 - Caroténoïdes,E330 - Acide citrique,E331 - Citrates de sodium,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Georges,Biscuits Bouvard|Croc Choc|e|Farine de _blé_, sucre, matières grasses végétales, poudre de cacao maigre 3.4 %, farine de _seigle_, amidon de _blé_, poudre de _lait_ écrémé, _œufs_ en poudre, sel, émulsifiant : lécithines, poudres à lever : carbonates d'ammonium et de sodium, colorant : E150c, arômes, stabilisant : glycerol, sirop de glucose.|2017|20.3|30.5||6|0|||||||||||||||||1|blé, seigle, blé, lait, œufs|E150c - Caramel ammoniacal,E322 - Lécithines,E422 - Glycérol,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Biscuits Crousty Buns chocolat St|e|Farine de _blé_ 34 %, sucre, huiles végétales, _beurre_ pâtissier, chocolat 5 %, _œufs_ de poules élevées en plein air 3.5 %, dextrine, pâte de _noisettes_, arôme naturel de vanille et arôme, émulsifiant : lécithines, poudres à lever, sel, poudre de _lait_ écrémé.|2134|25|35|2.5|5|0.41|||||||||||||||||0|blé, beurre, œufs, noisettes, lait|E1400 - Dextrines,E322 - Lécithines,E330 - Acide citrique,E500 - Carbonates de sodium|
Biscuits|St Michel|Cocottes Petit Déj Chocolat & 5 céréales|c|Céréales[, semoule de maïs, flocons d'_avoine_, farine de _seigle_, farine d'_orge_], sucre, huile de tournesol, chocolat 5 %, _beurre_, _oeufs_ fermiers de Loué, poudres à lever, cacao maigre en poudre, arômes, fibres de chicorée, sel et sel marin gris de Guérande, flocons de banane, miel, poudre de _lait_ écrémé.|1892|13.3|24|5|8|0.65|||||||||||||||||0|blé, blé maltés, blé, avoine, seigle, orge, beurre, oeufs, lait|E330 - Acide citrique,E500 - Carbonates de sodium,E500i - Carbonate de sodium,E503 - Carbonates d'ammonium,E503i - Carbonate d'ammonium|
Biscuits|St Michel|9 Grandes Galettes Caramel au Beurre|e|Farine de _blé_, sucre, frais, amidon de _blé_, _Œuf_, sirop de glucose, sel, crème fraîche, _lait_écrémé en poudre, arômes naturels, maltodextrine, poudre à lever carbonates d'ammonium, dextrose.|1966|18|29|2|5|1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E503 - Carbonates d'ammonium|
Biscuits|St Michel|Roudor|e|Farine de _blé_ 50 %, _beurre_ 31 %, sucre, _œufs_ de poules élevées en plein air 4.9 %, sel, poudres a lever (carbonates d'ammonium et de sodium, acide citrique.|2146|27|24|1|6|1.3|||||||||||||||||0|blé, beurre, œufs|E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Cocottes|d|Farines de _blé_, sucre, graines, _beurre_, huile de colza, _œufs_ fermiers de Loué, sel marin gris de Guérande, poudre à lever.|2146|26|23|2.9|8.4|0.68|||||||||||||||||0|blé, sésame, beurre, œufs|E330 - Acide citrique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|St Michel|Cocottes Chocolat Graines|e|Farine de _blé_, pépites de chocolat, sucre , _beurre_, graines, huile de colza, _œufs_ de poules élevées plein air, sel de Guérande, poudre à lever.|2201|28|29|2.8|7|0.63|||||||||||||||||0|blé, lait, beurre, sésame, œufs|E330 - Acide citrique,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Biscuits|St Michel|La Galette Géante|e|Farine de _blé_, _beurre_ frais 25 %, sucre, _œufs_ de poules élevées en plein air, sirop de sucre de canne, sel, poudres à lever.|2151|27|27||6.5|0.4|||||||||||||||||0|blé, beurre, œufs, blé|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|St Michel|Galettes au Bon Beurre Français|e|Farine de _blé_ 65 %, sucre, _beurre_ 18 %, _œufs_  de poules élevées en plein air 2.5 %, arôme naturel, sel, poudres à lever, _lait_ écrémé en poudre.|1975|16|25||7|0.899999999999999|||||||||||||||||0|blé, beurre, œufs, lait|E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Crousty Buns Chocolat|e|Farine de _blé_ 34 %, sucre, huiles végétales, _beurre_ pâtissier, chocolat 5 %, _œufs_ de poules élevées en plein air 3.5 %, dextrine, pâte de _noisettes_, arôme naturel de vanille et arôme, émulsifiant: lécithines, poudres à lever, sel, poudre de _lait_ écrémé.|2134|25|35|2.5|5|0.4|||||||||||||||||0|blé, beurre, œufs, noisettes, lait|E1400 - Dextrines,E322 - Lécithines,E330 - Acide citrique,E500 - Carbonates de sodium|
Biscuits|St Michel|Cocottes Figues Graines de Sésame|d|Farine de _blé_ 33 %, sirop de sucre inverti, sucre, purée de figue 15 %, purée de pomme, huile de tournesol, humectant : glycérol, beurre, graines de sésame 2%, _œufs_ de poules élevées en plein air 1.7 %, jus de citron concentré, poudres à lever : carbonates de sodium et acide citrique, arôme naturel, arôme naturel de vanille, émulsifiant : lécithines, sel de Guérande, _lait_ écrémé en poudre.|1795|13|38||4.7|0.25|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:sesame-seeds|E322 - Lécithines,E330 - Acide citrique,E422 - Glycérol,E500 - Carbonates de sodium|
Biscuits|St Michel|Cocottes Petit Déj Muesli|c|Céréales 60% [55%, semoule de mais 3%, farine de _seigle_ 2%], sucre, muesli, 14.5%, huile de tournesol, _beurre_, poudres à lever, fibres de chicorée, arôme, poudre de _lait_ écrémé.|1900|16|20|5|8|0.5|||||||||||||||||0|blé, blé, blé, seigle, amandes, avoine, beurre, lait|E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Sablé de Retz le Véritable|d|Farine de _blé_ 64%, noix de coco 11%, huile de tournesol non hydrogénée, poudres à lever, sel, _lait_ écrémé en poudre, émulsifiant : lécithines.|1950|16|24|4|7|0.8|||||||||||||||||0|blé, lait|E322 - Lécithines,E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Galettes Tout au Beurre|e|Farine de _blé_ 65 %, sucre, _beurre_ 18 %, _œufs_ frais, arôme naturel, sel, poudres à lever :, _lait_ écrémé en poudre.|1985|16|25|2|7|0.889|||||||||||||||||0|blé, beurre, œufs, lait|E334 - Acide L-tartrique,E336 - Tartrates de potassium,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|St Michel|Cocottes Petit Déj Barres chocolat & graines|e|Farine de _blé_, pépites de chocolat, sucre, _beurre_, graines, huile de colza, _oeufs_ fermiers de Loué, sel de Guérande, poudres à lever.|2225|30|29|3.4|7|0.72|||||||||||||||||0|blé, lait, beurre, sésame, oeufs|E330 - Acide citrique,E500 - Carbonates de sodium|
Biscuits|St Michel|8 Sablés à la Noix de Coco|d|Farine de _blé_, sucre, noix de coco, huile de tournesol non hydrogénée, poudres à lever, sel, _lait_ écrémé en poudre, émulsifiant: lécithines.|1941|16|8||7|0.76|||||||||||||||||0|blé, lait|E322 - Lécithines,E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Petites Poules|d|Farine de_ blé_, sucre, hujle de tournesol, poudre de _lait_ entier, poudres à lever : carbonates d'ammonium et carbonates de sodium, arôme naturel, sel.|1807|11|23|1.4|8.5|0.979999999999999|||||||||||||||||0|lait|E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|St Michel|La Grande Galette au Sel de Guérande|e|Farine de _blé_ 59 %, _beurre_ 24 %, sucre, _œufs_ de poules élevées en plein air 1%, sel de Guérande 0.8%, _lait_ écrémé en poudre, poudre à lever : carbonates d'ammonium.|2054|21|26|2|6.5|0.8|||||||||||||||||0|blé, beurre, œufs, lait|E503 - Carbonates d'ammonium|
Biscuits|St Michel|Tronches de Cake|d|Farine de  _blé_, sucre, huile de colza non hydrogénée, _œufs_ de poules élevées en plein air, sirop de glucose-fructose, eau, beurre de cacao, pâte de cacao, stabilisants : glycérol et sorbitols, _noisette_, sirop de sucre inverti, cacao maigre en poudre, émulsifiants : lécithineset mono - et diglycérides d'acides gras, huile de _noisette_, poudre à lever : carbonates d'ammonium, arômes, sel.|1979|26|31|2|5.7|0.4|||||||||||||||||0|en:eggs,en:gluten,en:nuts,en:soybeans|E322 - Lécithines,E420 - Sorbitol,E422 - Glycérol,E503 - Carbonates d'ammonium|
Biscuits|St Michel|Tronches de Cake croustillant|e|Farine de _blé_, sucre, huile de tournesol, _beurre_, beurre de cacao, _lait_ entier et _lait_ écrémé en poudre, pâte de cacao, fibres de _blé_, _oeufs_ entiers, poudres à lever : carbonates de sodium et d'ammonium - acide citrique, sel, arôme et arôme naturel de vanille, émulsifiant : lécithines.|2041|22|30|3.5|6|0.6|||||||||||||||||0|blé, beurre, lait, lait, blé, oeufs, soja|E322 - Lécithines,E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Thierry Kev,Quéry Délices|Authentiques Croquants|d|Sucre, _noisettes_, farine de blé, blancs d'_œufs_, sel 1 %.|1945|17|62|3.3|6.5|1.3|||||||||||||||||0|noisettes, gluten, œufs||
Biscuits|Top budget|Biscuits fourrés parfum chocolat|e|Farine de _blé_, sucre, graisses végétales, sirop de glucose, cacao maigre en poudre, poudres à lever, sel arômes, poudre de _lait_ écrémé/ protéines de _lait_, amidon de _blé_, lactose, farine de _seigle_|1820|14|28||6.1|0.770000000000001|||||||||||||||||1|blé, lait, lait, blé, lait, seigle|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Tous les jours|Sablés Noix de Coco|e|Farine de blé - sucre - huile de palme - noix de coco râpée 8% - poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates - extrait de malt d'orge - œufs - sel - arôme - lait écrémé en poudre. Traces de soja.|2089|21|26|3.4|6.6|0.61|||||||||||||||||1|blé, orge, oeufs, lait|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Traou Mad de Pont-Aven,Traou Mad|Crêpes dentelle|e|Farine de _blé_, sucre, beurre pâtissier 16 %, poudre de _lait_ écrémé, sel, extrait de malt d'_orge_, émulsifiant : lécithine de _soja_, poudre à lever : carbonates de sodium.|1971|17|35||6.5|0.6|||||||||||||||||0|blé, lait, lait, orge, soja|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium|
Biscuits|Ty Délice|Palets Bretons Pur Beurre|e|Farine de _blé_, sucre, _beurre_ concentré : 20 %, _œufs_ entiers, poudres à lever, sel, caramel.|1992|20.4|27||5.4|1.2|||||||||||||||||0|blé, beurre, beurre, œufs|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide|
Biscuits|Ty Mad|Crêpes dentelles|e|Farine de _blé_, sucre, _beurre_ pâtissierpoudre de _lait_ écrémé, sel, extrait de malt d'_orge_, émulsifiant : lécithine de soja, poudre à lever : carbonate acide de sodium.|1971|17|35||6.5|0.55|||||||||||||||||0|blé, beurre, lait, orge|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|U|P'tits fourrés à la noisettes|e|Sucre, farine de BLÉ, graisse de palme et huile de palme, pâte de NOISETTES 5%, cacao maigre en poudre, LAIT écrémé en poudre, poudres à lever : diphosphates et carbonates de sodium, arôme, émulsifiant : lécithines de SOJA, OEUFS, sel. Traces éventuelles d'autres fruits à coque et de graines de sésame|2065|23|38|3|7|0.4|||||||||||||||||1|en:eggs,en:milk,en:nuts,en:soybeans|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Biscuits|U|Sablés Nappés au Chocolat Noir|e|Farine de BLÉ51%, chocolat noir 27%, huile de palme, sucre, sirop de glucose, poudres à lever : carbonates d'ammonium - carbonates de sodium - phosphates de calcium, noix de coco râpée, sel, protéines de LAIT, LAIT écrémé en poudre. Traces éventuelles d'oeufs et de fruits à coque.|2130|24|28|3.5|6.4|0.5|||||||||||||||||1|en:milk,en:soybeans|E322 - Lécithines,E322i - Lécithine,E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Stikéo batonnets chocolat lait|e|Chocolat au lait 49%, farine de BLÉ44%, sucre, graisse de palme, LACTOSE et protéines de LAIT, amidon de riz, sel, poudre à lever : carbonates d'ammonium, levure désactivée, correcteur d'acidité : hydroxyde de sodium. Traces éventuelles de fruits à coque et d oeufs.|2013|20|35|3.2|8.4|0.53|||||||||||||||||1|en:milk,en:soybeans|E322 - Lécithines,E503 - Carbonates d'ammonium,E524 - Hydroxyde de sodium|
Biscuits|U|Petit Beurre Tablette Chocolat lait|e|Chocolat au LAIT 48%, farine de BLE 37.6%, sucre, BEURRE pâtissier 6.5%, OEUFS, LAIT écrémé en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel. Traces éventuelles de fruits à coque, de soja et de graines de sésame.|2076|22.9|37|2.9|6.4|0.5|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Sablés nappés au chocolat au lait|e|Farine de BLÉ51%, chocolat au lait 27%, huile de palme, sucre, sirop de glucose, poudres à lever : carbonates d'ammonium - carbonates de sodium - phosphates de calcium, noix de coco râpée, sel, protéines de LAIT, LAIT écrémé en poudre. Traces éventuelles d'oeufs et de fruits à coque.|2162|25|29|2.5|6.6|0.5|||||||||||||||||1|en:gluten,en:milk,en:soybeans|E322 - Lécithines,E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Petit beurre tablette de chocolat blanc|e|Chocolat blanc 48%, farine de BLE37.6%, sucre, BEURRE concentré 6.5%, OEUFS, LAIT écrémé en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel. Traces éventuelles de fruits à coque, de soja et de graines de sésame.|2107|24|38|1.2|6.7|0.6|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Palmiers au pavot|e|Farine de blé38.9%, margarine, sucre, farine complète de blé 14%, graines de pavot 3.2%, farine d'avoine 2.1%, dextrose, sel, levure désactivée, poudre à lever : carbonates de sodium. Traces éventuelles de lait.|2185|28|22|4|5.7|0.71|||||||||||||||||1|en:gluten|E160 - Caroténoïdes,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium|
Biscuits|U|Assortiment biscuits Patissiers|e|Farine de BLE31.4%, sucre, chocolat au lait 16%, chocolat noir 13%, BEURRE concentré, chocolat blanc 5%, blancs d'OEUFS, huile de tournesol, OEUFS entiers, noix de coco 1.2%, poudre pour florentin 1%, AMANDES 0.9%, paillettes de chocolat blanc au café 0.8%, poudre de NOISETTE 0.8%, farine de SEIGLE, poudres à lever : carbonates de sodium - carbonates d'ammonium - diphosphates - tartrates de potassium, sirop de sucre inverti et partiellement inverti, pépites de chocolat noir 0.3%, éclats de caramel aromatique 0.4%, sel, extrait de malt d'ORGE, nougatine, amidon de BLE, fécule de pomme de terre, arômes, NOISETTES 0.1%, poudre de cacao maigre, farine d'ORGE, poudre de LAIT écrémé, jaune d'OEUFS en poudre, LACTOSE et protéines de LAIT en poudres, cannelle en poudre, émulsifiant : lécithines de tournesol , colorant : curcumine. Traces éventuelles d'autres fruits à coque et de graines de sésame.|2143|26|41|2.7|6.2|0.45|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts,en:soybeans|E100 - Curcumine,E322 - Lécithines,E336 - Tartrates de potassium,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Sablés nappés chocolat au lait sans gluten|e|Chocolat au lait 29%, farine de maïs, sucre, farine de riz, fécule de pomme de terre, fécule de manioc, BEURRE pâtissier, huile de tournesol, LAIT écrémé en poudre, blancs d'OEUFS en poudre ; poudres à lever : carbonates d'ammonium, carbonates de sodium, diphosphates ; sel, jaunes d'OEUFS en poudre, amidon de maïs, émulsifiant : lécithines de tournesol, arôme naturel. Traces éventuelles de fruits à coque et de graines de sésame.|1918|14|21|0.9|3.8|1.2|||||||||||||||||0|en:eggs,en:milk|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Sablés nappés chocolat noir|d|Chocolat noir 22 %, farine de riz, amidon de maïs, farine de maïs, sirop de glucose, huile de tournesol, sucre, farine de sarrasin, miel, arôme, sel, fécule de pomme de terre, poudre à lever : carbonates de sodium, émulsifiant : lécithines de tournesol, antioxydant : extrait riche en tocophérols.|2010|19|23|3.2|4.4|0.570000000000001|||||||||||||||||0||E306 - Extrait riche en tocophérols,E322 - Lécithines,E500 - Carbonates de sodium|
Biscuits|U|Assortiment patissier|e|Farine de BLE 31%, chocolat au lait 18%, sucre, chocolat blanc 6.4%, BEURRE concentré, chocolat noir 5.5%, huile de tournesol, blancs d'OEUFS, morceaux d'AMANDES, fourrage à la framboise, OEUFS entiers, extrait de malt d'ORGE, sirop de sucre inverti, pépites de chocolat noir, paillettes de chocolat noir, amidon de BLE, noix de coco râpée, farine de SEIGLE, éclats de caramel, poudres à lever : carbonates de sodium - carbonates d'ammonium - diphosphates - tartrates de potassium, sel, farine de riz, arômes, poudre de cacao, colorant : caramel ordinaire, farine d'ORGE, LACTOSERUM en poudre, poudre de LAIT écrémé, émulsifiant ; mono- et diglycérides d'acides gras, cannelle en poudre, gluten de BLE, amidon de maïs, malt de BLE, jaune d'OEUFS en poudre, poudre d'AMANDES, LACTOSE et protéines de LAIT, dextrose, émulsifiant : lécithines, antioxydant : acide ascorbique, colorant : curcumine. Traces éventuelles d'autres fruits à coque et graines de sésame|2058|22.1|38.6|2.2|6.3|0.44|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts,en:soybeans|E100 - Curcumine,E150a - Caramel E150a,E300 - Acide ascorbique,E322 - Lécithines,E330 - Acide citrique,E331 - Citrates de sodium,E336 - Tartrates de potassium,E422 - Glycérol,E440 - Pectines,E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
